Retailer,Retailer ID,Invoice Date,Region,State,City,Gender Type,Product Category,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1185739,"Monday, March 16, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,58,325,18850,11498.5,0.61,Online
Foot Locker,1185739,"Tuesday, March 17, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,53,308,16324,6692.84,0.41,Online
Foot Locker,1185739,"Wednesday, March 18, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,45,257,11565,5319.9,0.46,Online
Foot Locker,1185739,"Tuesday, March 31, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,47,241,11327,5323.69,0.47,Online
Foot Locker,1185739,"Wednesday, January 8, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,900,450000,135000,0.3,Outlet
Foot Locker,1185739,"Tuesday, January 21, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,40,950,380000,133000,0.35,Outlet
Foot Locker,1185739,"Wednesday, January 22, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,45,825,371250,129937.5,0.35,Outlet
Foot Locker,1185739,"Thursday, January 23, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,900,540000,162000,0.3,Outlet
Foot Locker,1185739,"Friday, January 24, 2020",West,Maharashtra,Mumbai,Women,Apparel,50,1000,500000,125000,0.25,Outlet
Foot Locker,1185739,"Saturday, January 25, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,50,1220,610000,305000,0.5,Outlet
Foot Locker,1185739,"Sunday, January 26, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,925,462500,138750,0.3,Outlet
Foot Locker,1185739,"Monday, January 27, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,40,950,380000,133000,0.35,Outlet
Foot Locker,1185739,"Tuesday, January 28, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,45,800,360000,126000,0.35,Outlet
Foot Locker,1185739,"Wednesday, January 29, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,850,510000,153000,0.3,Outlet
Foot Locker,1185739,"Thursday, January 30, 2020",West,Maharashtra,Mumbai,Women,Apparel,50,950,475000,118750,0.25,Outlet
Foot Locker,1185739,"Friday, January 31, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,50,1200,600000,300000,0.5,Outlet
Foot Locker,1185739,"Saturday, February 1, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,50,900,450000,135000,0.3,Outlet
Foot Locker,1185739,"Sunday, February 2, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,40,900,360000,126000,0.35,Outlet
Foot Locker,1185739,"Monday, February 3, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,45,825,371250,129937.5,0.35,Outlet
Foot Locker,1185739,"Tuesday, February 4, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,825,495000,148500,0.3,Outlet
Foot Locker,1185739,"Wednesday, February 5, 2020",West,Maharashtra,Mumbai,Women,Apparel,50,950,475000,118750,0.25,Outlet
Foot Locker,1185739,"Thursday, February 6, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,60,1220,732000,366000,0.5,Outlet
Foot Locker,1185739,"Friday, February 7, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,55,925,508750,152625,0.3,Outlet
Foot Locker,1185739,"Saturday, February 8, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,50,900,450000,157500,0.35,Outlet
Foot Locker,1185739,"Sunday, February 9, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,850,425000,148750,0.35,Outlet
Foot Locker,1185739,"Monday, February 10, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,875,525000,157500,0.3,Outlet
Foot Locker,1185739,"Tuesday, March 3, 2020",West,Maharashtra,Mumbai,Women,Apparel,65,1000,650000,162500,0.25,Outlet
Foot Locker,1185739,"Wednesday, March 4, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,60,1250,750000,375000,0.5,Outlet
Foot Locker,1185739,"Thursday, March 5, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,55,1000,550000,165000,0.3,Outlet
Foot Locker,1185739,"Friday, March 6, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,50,925,462500,161875,0.35,Outlet
Foot Locker,1185739,"Saturday, March 7, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,900,450000,157500,0.35,Outlet
Foot Locker,1185739,"Sunday, March 8, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,900,540000,162000,0.3,Outlet
Foot Locker,1185739,"Monday, March 9, 2020",West,Maharashtra,Mumbai,Women,Apparel,65,1050,682500,170625,0.25,Outlet
Foot Locker,1185739,"Tuesday, March 10, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,60,1275,765000,382500,0.5,Outlet
Foot Locker,1185739,"Wednesday, March 11, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,55,1025,563750,169125,0.3,Outlet
Foot Locker,1185739,"Thursday, March 12, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,50,950,475000,166250,0.35,Outlet
Foot Locker,1185739,"Friday, March 13, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,900,450000,157500,0.35,Outlet
Foot Locker,1185739,"Saturday, March 14, 2020",West,Maharashtra,Mumbai,Men,Apparel,60,925,555000,166500,0.3,Outlet
Foot Locker,1185739,"Sunday, March 15, 2020",West,Maharashtra,Mumbai,Women,Apparel,65,1100,715000,178750,0.25,Outlet
Foot Locker,1185739,"Monday, March 16, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,60,1250,750000,375000,0.5,Outlet
Foot Locker,1185739,"Tuesday, March 17, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,55,1025,563750,169125,0.3,Outlet
Foot Locker,1185739,"Wednesday, March 18, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,50,950,475000,166250,0.35,Outlet
Foot Locker,1185739,"Tuesday, March 31, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,50,925,462500,161875,0.35,Outlet
Foot Locker,1185739,"Wednesday, January 1, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,34,384,13056,6789.12,0.52,Outlet
Foot Locker,1185739,"Thursday, January 2, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,36,320,11520,4032,0.35,Outlet
Foot Locker,1185739,"Friday, January 3, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,32,350,11200,4144,0.37,Outlet
Foot Locker,1185739,"Saturday, January 4, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,36,281,10116,3742.92,0.37,Outlet
Foot Locker,1185739,"Sunday, January 5, 2020",West,Maharashtra,Mumbai,Men,Apparel,43,306,13158,4868.46,0.37,Outlet
Foot Locker,1185739,"Monday, January 6, 2020",West,Maharashtra,Mumbai,Women,Apparel,38,330,12540,4012.8,0.32,Outlet
Foot Locker,1185739,"Tuesday, January 7, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,33,388,12804,6658.08,0.52,Outlet
Foot Locker,1185739,"Wednesday, January 8, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,39,315,12285,4054.05,0.33,Outlet
Foot Locker,1185739,"Tuesday, January 21, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,32,323,10336,3927.68,0.38,Outlet
Foot Locker,1185739,"Wednesday, January 22, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,32,248,7936,3015.68,0.38,Outlet
Foot Locker,1185739,"Thursday, January 23, 2020",West,Maharashtra,Mumbai,Men,Apparel,43,306,13158,4605.3,0.35,Outlet
Foot Locker,1185739,"Friday, January 24, 2020",West,Maharashtra,Mumbai,Women,Apparel,36,350,12600,3654,0.29,Outlet
Foot Locker,1185739,"Saturday, January 25, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,40,390,15600,8112,0.52,Outlet
Foot Locker,1185739,"Sunday, January 26, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,35,315,11025,3969,0.36,Outlet
Foot Locker,1185739,"Monday, January 27, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,27,314,8478,3475.98,0.41,Outlet
Foot Locker,1185739,"Tuesday, January 28, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,31,240,7440,2976,0.4,Outlet
Foot Locker,1185739,"Wednesday, January 29, 2020",West,Maharashtra,Mumbai,Men,Apparel,43,289,12427,3976.64,0.32,Outlet
Foot Locker,1185739,"Thursday, January 30, 2020",West,Maharashtra,Mumbai,Women,Apparel,36,323,11628,3139.56,0.27,Outlet
Foot Locker,1185739,"Friday, January 31, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,33,372,12276,6629.04,0.54,Outlet
Foot Locker,1185739,"Saturday, February 1, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,35,315,11025,3638.25,0.33,Outlet
Foot Locker,1185739,"Sunday, February 2, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,28,315,8820,3351.6,0.38,Outlet
Foot Locker,1185739,"Monday, February 3, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,31,289,8959,3314.83,0.37,Outlet
Foot Locker,1185739,"Tuesday, February 4, 2020",West,Maharashtra,Mumbai,Men,Apparel,44,281,12364,4451.04,0.36,Outlet
Foot Locker,1185739,"Wednesday, February 5, 2020",West,Maharashtra,Mumbai,Women,Apparel,39,333,12987,3506.49,0.27,Outlet
Foot Locker,1185739,"Thursday, February 6, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,44,366,16104,8374.08,0.52,Outlet
Foot Locker,1185739,"Friday, February 7, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,37,296,10952,3833.2,0.35,Outlet
Foot Locker,1185739,"Saturday, February 8, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,36,288,10368,4354.56,0.42,Outlet
Foot Locker,1185739,"Sunday, February 9, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,33,289,9537,3814.8,0.4,Outlet
Foot Locker,1185739,"Monday, February 10, 2020",West,Maharashtra,Mumbai,Men,Apparel,47,280,13160,4606,0.35,Outlet
Foot Locker,1185739,"Tuesday, March 3, 2020",West,Maharashtra,Mumbai,Women,Apparel,44,320,14080,4083.2,0.29,Outlet
Foot Locker,1185739,"Wednesday, March 4, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,47,400,18800,9776,0.52,Outlet
Foot Locker,1185739,"Thursday, March 5, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,41,340,13940,4739.6,0.34,Outlet
Foot Locker,1185739,"Friday, March 6, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,37,296,10952,4490.32,0.41,Outlet
Foot Locker,1185739,"Saturday, March 7, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,38,297,11286,4288.68,0.38,Outlet
Foot Locker,1185739,"Sunday, March 8, 2020",West,Maharashtra,Mumbai,Men,Apparel,45,288,12960,4406.4,0.34,Outlet
Foot Locker,1185739,"Monday, March 9, 2020",West,Maharashtra,Mumbai,Women,Apparel,46,347,15962,5107.84,0.32,Outlet
Foot Locker,1185739,"Tuesday, March 10, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,44,434,19096,9929.92,0.52,Outlet
Foot Locker,1185739,"Wednesday, March 11, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,41,318,13038,4824.06,0.37,Outlet
Foot Locker,1185739,"Thursday, March 12, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,35,295,10325,4336.5,0.42,Outlet
Foot Locker,1185739,"Friday, March 13, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,35,270,9450,3496.5,0.37,Outlet
Foot Locker,1185739,"Saturday, March 14, 2020",West,Maharashtra,Mumbai,Men,Apparel,46,278,12788,4347.92,0.34,Outlet
Foot Locker,1185739,"Sunday, March 15, 2020",West,Maharashtra,Mumbai,Women,Apparel,47,352,16544,4466.88,0.27,Outlet
Foot Locker,1185739,"Monday, March 16, 2020",West,Maharashtra,Mumbai,Men,Street Footwear,41,375,15375,7995,0.52,Outlet
Foot Locker,1185739,"Tuesday, March 17, 2020",West,Maharashtra,Mumbai,Men,Athletic Footwear,37,359,13283,4516.22,0.34,Outlet
Foot Locker,1185739,"Wednesday, March 18, 2020",West,Maharashtra,Mumbai,Women,Street Footwear,37,314,11618,4298.66,0.37,Outlet
Foot Locker,1185739,"Tuesday, March 31, 2020",West,Maharashtra,Mumbai,Women,Athletic Footwear,40,324,12960,5184,0.4,Outlet
Foot Locker,1185732,"Monday, February 15, 2021",North,Delhi-NCR,New Delhi,Women,Athletic Footwear,35,150,52500,21000,0.4,In-store
Foot Locker,1185732,"Monday, February 15, 2021",North,Delhi-NCR,New Delhi,Men,Apparel,50,225,112500,33750,0.3,In-store
Foot Locker,1185732,"Monday, February 15, 2021",North,Delhi-NCR,New Delhi,Women,Apparel,40,325,130000,52000,0.4,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Men,Street Footwear,40,545,218000,76300,0.35,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Men,Athletic Footwear,40,250,100000,35000,0.35,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Women,Street Footwear,30,275,82500,33000,0.4,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Women,Athletic Footwear,35,125,43750,17500,0.4,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Men,Apparel,50,175,87500,26250,0.3,In-store
Foot Locker,1185732,"Saturday, March 13, 2021",North,Delhi-NCR,New Delhi,Women,Apparel,40,275,110000,44000,0.4,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Men,Street Footwear,40,525,210000,73500,0.35,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Men,Athletic Footwear,40,225,90000,31500,0.35,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Women,Street Footwear,30,225,67500,27000,0.4,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Women,Athletic Footwear,35,150,52500,21000,0.4,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Men,Apparel,50,150,75000,22500,0.3,In-store
Foot Locker,1185732,"Wednesday, April 14, 2021",North,Delhi-NCR,New Delhi,Women,Apparel,40,300,120000,48000,0.4,In-store
Foot Locker,1185732,"Thursday, May 13, 2021",North,Delhi-NCR,New Delhi,Men,Street Footwear,55,570,313500,109725,0.35,In-store
Foot Locker,1185732,"Thursday, May 13, 2021",North,Delhi-NCR,New Delhi,Men,Athletic Footwear,50,275,137500,48125,0.35,In-store
Foot Locker,1185732,"Thursday, May 13, 2021",North,Delhi-NCR,New Delhi,Women,Street Footwear,45,300,135000,54000,0.4,In-store
Foot Locker,1185733,"Thursday, May 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,45,250,112500,45000,0.4,In-store
Foot Locker,1185733,"Thursday, May 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,55,275,151250,45375,0.3,In-store
Foot Locker,1185733,"Thursday, May 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Apparel,60,400,240000,96000,0.4,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Street Footwear,55,650,357500,125125,0.35,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Athletic Footwear,50,400,200000,70000,0.35,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Women,Street Footwear,45,325,146250,58500,0.4,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,45,300,135000,54000,0.4,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,55,300,165000,49500,0.3,In-store
Foot Locker,1185733,"Tuesday, June 15, 2021",North,Delhi-NCR,Ghaziabad,Women,Apparel,60,450,270000,108000,0.4,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Street Footwear,55,675,371250,129937.5,0.35,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Athletic Footwear,50,425,212500,74375,0.35,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Street Footwear,45,350,157500,63000,0.4,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,45,300,135000,54000,0.4,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,55,325,178750,53625,0.3,In-store
Foot Locker,1185733,"Tuesday, July 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Apparel,60,500,300000,120000,0.4,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Men,Street Footwear,55,650,357500,125125,0.35,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Men,Athletic Footwear,50,425,212500,74375,0.35,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Women,Street Footwear,45,350,157500,63000,0.4,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,45,250,112500,45000,0.4,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,55,225,123750,37125,0.3,In-store
Foot Locker,1185733,"Saturday, August 14, 2021",North,Delhi-NCR,Ghaziabad,Women,Apparel,60,400,240000,96000,0.4,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Street Footwear,55,525,288750,101062.5,0.35,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Athletic Footwear,50,325,162500,56875,0.35,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Street Footwear,45,225,101250,40500,0.4,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,45,200,90000,36000,0.4,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,55,200,110000,33000,0.3,In-store
Foot Locker,1185733,"Monday, September 13, 2021",North,Delhi-NCR,Ghaziabad,Women,Apparel,60,300,180000,72000,0.4,In-store
Foot Locker,1185733,"Friday, October 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Street Footwear,60,475,285000,99750,0.35,In-store
Foot Locker,1185733,"Friday, October 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Athletic Footwear,55,300,165000,57750,0.35,In-store
Foot Locker,1185733,"Friday, October 15, 2021",North,Delhi-NCR,Ghaziabad,Women,Street Footwear,55,200,110000,44000,0.4,In-store
Foot Locker,1185733,"Friday, October 15, 2021",North,Delhi-NCR,Ghaziabad,Women,Athletic Footwear,55,175,96250,38500,0.4,In-store
Foot Locker,1185733,"Friday, October 15, 2021",North,Delhi-NCR,Ghaziabad,Men,Apparel,65,175,113750,34125,0.3,In-store
Foot Locker,1185734,"Monday, February 15, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,33,45,1485,816.75,0.55,Online
Foot Locker,1185734,"Monday, February 15, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,45,65,2925,1199.25,0.41,Online
Foot Locker,1185734,"Monday, February 15, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,39,98,3822,2025.66,0.53,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,36,158,5688,2616.48,0.46,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,39,68,2652,1193.4,0.45,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,29,69,2001,1080.54,0.54,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,32,31,992,525.76,0.53,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,46,49,2254,924.14,0.41,Online
Foot Locker,1185734,"Saturday, March 13, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,39,72,2808,1404,0.5,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,36,131,4716,2358,0.5,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,38,61,2318,1089.46,0.47,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,27,59,1593,876.15,0.55,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,32,44,1408,718.08,0.51,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,47,45,2115,951.75,0.45,Online
Foot Locker,1185734,"Wednesday, April 14, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,38,78,2964,1600.56,0.54,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,51,160,8160,3916.8,0.48,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,47,69,3243,1459.35,0.45,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,41,81,3321,1726.92,0.52,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,41,65,2665,1385.8,0.52,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,50,74,3700,1554,0.42,Online
Foot Locker,1185734,"Thursday, May 13, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,54,104,5616,3088.8,0.55,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,51,189,9639,4433.94,0.46,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,48,120,5760,2592,0.45,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,43,85,3655,1937.15,0.53,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,41,75,3075,1691.25,0.55,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,50,75,3750,1500,0.4,Online
Foot Locker,1185734,"Tuesday, June 15, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,56,135,7560,4006.8,0.53,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,53,182,9646,4823,0.5,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,47,119,5593,2516.85,0.45,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,41,102,4182,2258.28,0.54,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,43,90,3870,2051.1,0.53,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,51,94,4794,1965.54,0.41,Online
Foot Locker,1185734,"Tuesday, July 13, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,55,145,7975,3987.5,0.5,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,50,163,8150,3993.5,0.49,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,47,128,6016,2767.36,0.46,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,42,105,4410,2205,0.5,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,41,63,2583,1291.5,0.5,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,50,63,3150,1417.5,0.45,Online
Foot Locker,1185734,"Saturday, August 14, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,59,120,7080,3681.6,0.52,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,50,142,7100,3479,0.49,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,47,85,3995,1797.75,0.45,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,43,61,2623,1337.73,0.51,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,41,60,2460,1254.6,0.51,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,50,60,3000,1320,0.44,Online
Foot Locker,1185734,"Monday, September 13, 2021",North,Delhi-NCR,Gurugram,Women,Apparel,58,84,4872,2630.88,0.54,Online
Foot Locker,1185734,"Friday, October 15, 2021",North,Delhi-NCR,Gurugram,Men,Street Footwear,56,128,7168,3225.6,0.45,Online
Foot Locker,1185734,"Friday, October 15, 2021",North,Delhi-NCR,Gurugram,Men,Athletic Footwear,51,90,4590,2111.4,0.46,Online
Foot Locker,1185734,"Friday, October 15, 2021",North,Delhi-NCR,Gurugram,Women,Street Footwear,50,52,2600,1430,0.55,Online
Foot Locker,1185734,"Friday, October 15, 2021",North,Delhi-NCR,Gurugram,Women,Athletic Footwear,52,44,2288,1144,0.5,Online
Foot Locker,1185734,"Friday, October 15, 2021",North,Delhi-NCR,Gurugram,Men,Apparel,62,49,3038,1215.2,0.4,Online
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,70,475,332500,133000,0.4,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,65,300,195000,78000,0.4,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Street Footwear,65,200,130000,39000,0.3,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Athletic Footwear,65,175,113750,34125,0.3,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Men,Apparel,75,175,131250,39375,0.3,Outlet
Foot Locker,1185738,"Tuesday, October 19, 2021",South,Tamil Nadu,Chennai,Women,Apparel,80,300,240000,84000,0.35,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Street Footwear,75,450,337500,135000,0.4,Outlet
Foot Locker,1185738,"Thursday, November 18, 2021",South,Tamil Nadu,Chennai,Men,Athletic Footwear,65,325,211250,84500,0.4,Outlet
